Company_Name,Sector,Stage,Location,What_it_does,Funding_Amount($),Year,Investor,Redistributed_sector
QuickShift,Logistics & Supply Chain,Seed,Pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",770000.0,2021,"Anicut Angel Fund, Axilor Ventures",Transport
StackBOX,Logistics & Supply Chain,Seed,Bangalore,DISTRIBUTION SIMPLIFIED,1200000.0,2021,"Ecosystem Ventures, CMM group",Transport
MedPrime Technologies,Healthcare,Seed,Thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",3000000.0,2021,"Mumbai Angels Network, Social Alpha",Others
infra.market,Construction,Series D,Thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,125000000.0,2021,Tiger Global,Construction & Real Estate
CollegeDekho,E-learning,Series B,Gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",35000000.0,2021,"Disrupt ADQ, QIC",Others
BOX8,Food & Beverages,Series B,Mumbai,India's Largest Desi Meals Brand,40000000.0,2021,Tiger Global,Food & Beverage
Simpl,Consumer Services,Series B,Bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",40000000.0,2021,"Valar Ventures, IA Ventures",Others
8i Ventures,Venture Capital & Private Equity,Series B,Mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,50000000.0,2021,Inflection Point Ventures,Finance
PayGlocal,Financial Services,Series A,Bangalore,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,2021,Sequoia Capital India,Finance
Curefit,"Health, Wellness & Fitness",Series A,Bangalore,Tata Digital-backed Curefit,145000000.0,2021,Zomato,Health & Medical
Pocket FM,OTT,Series B,Bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",22000000.0,2021,"Lightspeed, Times Group, Tanglin Venture Partners",Others
CHARGE+ZONE,Automotive,Series B,Vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,10000000.0,2021,Venture Catalysts,Transport
PlanetSpark,Education Management,Series B,Gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,2021,"Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni",Education
LenDenClub,Financial Services,Series A,Mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,10000000.0,2021,"Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund",Finance
CometChat,Computer Software,Series A,Mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",10000000.0,2021,Signal Peak Ventures,Technology & IT
AgroStar,AgriTech,Series D,Pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",70000000.0,2021,"Evolvence, Hero Enterprise",Agriculture
Bizongo,Information Technology & Services,Series D,Mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021,Tiger Global,Technology & IT
Probus Insurance,Insurance,Series D,Mumbai,Probus Insurance is a leading InsurTech platform in India.,6700000.0,2021,BlueOrchard Impact Investment Managers,Finance
MoEngage,Software Startup,Series D,Bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,30000000.0,2021,Steadview Capital,Technology & IT
CloudSEK,Computer & Network Security,Series A,Bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,7000000.0,2021,MassMutual Ventures,Technology & IT
Exponent Energy,Automotive,Pre Series A,Bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,5000000.0,2021,YourNest VC,Transport
Trinkerr,Capital Markets,Series A,Bangalore,Trinkerr is India's first social trading platform.,6600000.0,2021,Accel India,Others
Zorro,Social network,Seed,Gurugram,Pseudonymous social network platform,32000000.0,2021,"Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose",Others
Ultraviolette,Automotive,Series C,Bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,150000000.0,2021,"TVS Motor, Zoho",Transport
NephroPlus,Hospital & Health Care,Series E,Hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",24000000.0,2021,IIFL Asset Management,Health & Medical
Unremot,Information Technology & Services,Seed,Bangalore,Unremot is a personal office for consultants!,700000.0,2021,Inflection Point Ventures,Technology & IT
FanAnywhere,Financial Services,Seed,Bangalore,Celebrity NFT platform,3000000.0,2021,"Oasis Capital, Scorpio VC, DeltaHub Capital",Finance
PingoLearn,E-learning,Seed,Pune,PingoLearn offers language learning courses with snackable videos.,200000.0,2021,"Titan Capital, Haresh Chawla, AngelList Syndicate",Others
Spry,Music,Seed,Mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,1500000.0,2021,"9Unicorns, Ashneer Grover",Others
Enmovil,Information Technology & Services,Pre Series A,Hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,1300000.0,2021,Anicut Angel Fund,Technology & IT
ASQI Advisors,Financial Services,Pre Series A,Mumbai,Bringing Blockchain technology intro mainstream finance!,1000000.0,2021,Founders Room Capital,Finance
Insurance Samadhan,Insurance,Pre Series A,New Delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,725000.0,2021,"9Unicorns, ZNL",Finance
Evenflow Brands,Consumer Goods,Pre Series A,Mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,500000.0,2021,Inflection Point Ventures,Others
MasterChow,Hauz Khas,Seed,Bangalore,A ready-to-cook Asian cuisine brand,461000.0,2021,WEH Ventures,Others
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,Series C,Bangalore,Varun Khanna,22000000.0,2021,Inflection Point Ventures,Manufacturing & Industrial
MoEVing,MoEVing is India's only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,Seed,Gurugram,"Vikash Mishra, Mragank Jain",5000000.0,2021,Inflection Point Ventures,Others
Pristyn Care,Hospital & Health Care,Series E,Gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,96000000.0,2021,"Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal",Health & Medical
Plix,"Health, Wellness & Fitness",Series A,Mumbai,Plant-based nutraceutical firm,5000000.0,2021,"Guild Capital, RPSG Capital Ventures",Health & Medical
Uni Cards,Financial Services,Series A,Bangalore,"Uni Card splits your payments into 3 parts, over 3 months, at 0 extra costs.",70000000.0,2021,"General Catalyst, Eight Roads Ventures, Elevation Capital",Finance
Practically,E-learning,Series A,Hyderabad,An experiential learning app for grades 6th to 12th.,5000000.0,2021,"NB Ventures, Earlsfield Capital",Others
Nestasia,Retail,Series A,Kolkata,"Artisanal, Handmade, bio conscious crafts from South East Asia.",4000000.0,2021,"Varun Alagh, Sahil Barua",E-Commerce & Retail
Vedic Cosmeceuticals,Cosmetics,Series A,Noida,One of india’s most trusted and technologically advanced white label manufacturer in the personal care space,32000000.0,2021,Sixth Sense Ventures,Fashion & Beauty
Juspay,FinTech,Series C,Bangalore,Enable frictionless payments for the billion Indians.,60000000.0,2021,SoftBank Vision Fund 2,Finance
TranZact,Information Technology & Services,Series A,Mumbai,A mission to digitize millions of Indian SMEs so they can grow better.,7000000.0,2021,"Tribe Capital, Prime Venture Partners",Technology & IT
Atomberg,Consumer Electronics,Series A,Mumbai,Atomberg has built the ‘Brushless DC Motor’ (BLDC) technology for ceiling fans in India and has continuously innovated and improved on the technology.,20000000.0,2021,Jungle Ventures,Others
Ola,Mobility,Series A,Bangalore,"Ola is India’s largest mobility platform and one of the world’s largest ride-hailing companies, serving 250+ cities across India, Australia, New Zealand, and the UK",500000000.0,2021,Marquee international institutional investors,Others
Mohalla Tech,Social media,Series G,Bangalore,"Mohalla Tech Pvt. Ltd. is a computer software company based out of Bengaluru, India.",266000000.0,2021,Alkeon Capital,Others
Stack,Financial Services,Seed,Bangalore,Stack is an investing platform set to put money to work and help invest like some of the world’s biggest money-makers,4500000.0,2021,"Y Combinator, Harvard Management",Finance
PropReturns,Real Estate,Seed,Mumbai,PropReturns is a platform for users to invest in Indian Real Estate backed by data.,1200000.0,2021,"Y Combinator﻿, ﻿Goodwater Capital",Construction & Real Estate
WeSkill,E-learning,Pre-Seed,Gurugram,Act as the bridge for skills providing access to learning and developing these skills at a younger age from the comfort and security of home.,4000000.0,2021,"Shrishti Sahu, Umang Vohra",Others
Fitpage,"Health, Wellness & Fitness",Pre-Seed,Mumbai,"An endurance-first fitness tech platform focussed on enabling you to learn, eat, work out and live better.",300000.0,2021,"Astra Ventures, Gaurav Jaitly",Health & Medical
ShopMyLooks,Digital platform,Pre-Seed,Noida,ShopMyLooks turns social media photos & videos into shop-the-look thus helping creators monetize their entire content.,200000.0,2021,"Capital A, Collective Artists Network",Others
ByteLearn,E-learning,Seed,Noida,AI powered teaching assistant for 100 Mn teachers across the world,9500000.0,2021,"Aditya Singhal, Nishant Sinha",Others
Dista,Computer Software,Seed,Pune,Dista is an AI-enabled location intelligence platform that offers a wide range of solutions for businesses to power their mobility and field operations.,1200000.0,2021,Pentathlon Ventures,Technology & IT
OfBusiness,Financial Services,Seed,Gurugram,"OfBusiness is a new age commerce and fintech start up, and is technologically driven to provide smart procurement and smart financing to SMEs.",325000000.0,2021,"Alpha Wave Ventures II, Tiger Global Management, SoftBank Vision Fund II",Finance
Bizongo,B2B Ecommerce,Series D,Mumbai,izongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021,Tiger Global,Others
FRND,Online Media,Series A,Bangalore,FRND is an audio dating app for Bharat,6500000.0,2021,KRAFTON,Media & Advertising
Metadome,Computer Software,Pre Series A,Bangalore,"Metadome (formerly Adloid), is a Metaverse, that provides no-code infrastructure to millions of creators & brands, to build immersive experiences for the virtual world.",4000000.0,2021,"Chiratae Ventures, Lenskart Vision Fund",Technology & IT
Keka HR,Information Technology & Services,Pre Series A,Hyderabad,Keka is a simple and intuitive HR software unlike the traditional HR systems.,1600000.0,2021,Recur Club,Technology & IT
The Gourmet Jar,Food & Beverages,Pre Series A,Noida,"The Gourmet Jar offers a range of premium condiments in unique flavour combinations, that are handmade in small batches, from scratch, using all-natural ingredients and no preservatives or additives.",150000.0,2021,DevX Venture Fund,Food & Beverage
Flo Mobility,Industrial Automation,Pre Series A,Bangalore,"An autonomous tech stack that can be applied to agri-bots, delivery bots, two wheelers and other use cases where compact bots need to navigate in crowded, unstructured environments.",400000.0,2021,"DevX Venture Fund, Blume Founder Fund",Manufacturing & Industrial
Yodacart,E-commerce,Pre-Seed,Thane,YODACART is an e-commerce startup offering real-time product discovery using AI/ML for appliances based on consumers’ needs with an AR-enabled browsing experience.,225000.0,2021,Ajith Daneil,Others
TheHouseMonk,Real Estate,Pre-Seed,Bangalore,A complete property management software platform for team&customers.,5000000.0,2021,Aurum Proptech,Construction & Real Estate
Zepto,E-commerce,Pre-Seed,Bangalore,"Ability to consistently deliver 2,500+ products in 10 minutes flat.",100000000.0,2021,Y-Combinator,Others
Sirona Hygiene,"Health, Wellness & Fitness",Pre-Seed,New Delhi,"An award-winning brand, committed to solving those Intimate & Menstrual Hygiene issues for women",10000000.0,2021,The Good Glamm Group,Health & Medical
Jumbotail,B2B Ecommerce,Series C,Bangalore,"Jumbotail is India's leading B2B marketplace and New Retail platform, serving thousands of mom & pop stores",85000000.0,2021,Invus,Others
